Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,64552735,64735890,64913391,65078698,65126513,65158293,65225132,65325239,65380944,65394930,65426397,65322287,65232594,65151607,65078022,65022509,64962126
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,62290265,62413110,62531609,62639302,62634487,62614707,62628868,62675761,62682056,62652070,62643603,62510713,62396406,62293393,62197978,62118491,62032385
Japan,JPN,"Population, total",SP.POP.TOTL,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000,126994511
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,2457924,2504147,2551213,2605551,2675214,2765918,2878776,3012088,3164838,3334906,3519461,3719036,3930602,4143170,4342550,4518327,4666603
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,2645206,2689335,2736275,2791223,2860381,2948193,3055456,3181103,3324984,3486210,3662929,3855907,4061971,4270294,4466756,4640975,4789199
Jordan,JOR,"Population, total",SP.POP.TOTL,5103130,5193482,5287488,5396774,5535595,5714111,5934232,6193191,6489822,6821116,7182390,7574943,7992573,8413464,8809306,9159302,9455802
Kazakhstan,KAZ,"Population, female",SP.POP.TOTL.FE.IN,7723769,7714021,7713815,7736353,7785456,7849892,7928259,8014140,8107052,8318421,8431925,8549120,8666858,8789901,8918736,9048573,9177923
Kazakhstan,KAZ,"Population, male",SP.POP.TOTL.MA.IN,7159857,7144314,7145133,7172665,7227529,7297137,7379825,7470052,7566948,7774280,7889656,8007480,8124567,8245374,8370488,8495553,8619109
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,14883626,14858335,14858948,14909018,15012985,15147029,15308084,15484192,15674000,16092701,16321581,16556600,16791425,17035275,17289224,17544126,17797032
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,15831345,16269934,16718287,17178058,17651074,18138664,18641434,19159232,19691569,20237536,20796266,21367666,21951355,22545763,23148907,23759240,24376019
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,15619138,16051548,16495722,16952794,17423857,17909624,18410616,18926677,19456847,19999668,20553886,21119173,21695274,22281086,22875343,23477019,24085548
Kenya,KEN,"Population, total",SP.POP.TOTL,31450483,32321482,33214009,34130852,35074931,36048288,37052050,38085909,39148416,40237204,41350152,42486839,43646629,44826849,46024250,47236259,48461567
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,42813,43562,44320,45101,45934,46835,47825,48873,49969,51060,52120,53133,54108,55065,56024,56996,57997
Kiribati,KIR,"Population, male",SP.POP.TOTL.MA.IN,41593,42296,43023,43794,44608,45490,46435,47438,48471,49508,50532,51523,52505,53470,54434,55411,56398
Kiribati,KIR,"Population, total",SP.POP.TOTL,84406,85858,87343,88895,90542,92325,94260,96311,98440,100568,102652,104656,106613,108535,110458,112407,114395
"Korea, Dem. People’s Rep.",PRK,"Population, female",SP.POP.TOTL.FE.IN,11751348,11853238,11954889,12054172,12147876,12233823,12311418,12381989,12447617,12511265,12575130,12639905,12705154,12770544,12835326,12898959,12961464
"Korea, Dem. People’s Rep.",PRK,"Population, male",SP.POP.TOTL.MA.IN,11177727,11278572,11381792,11484368,11581622,11670344,11749679,11821300,11887529,11951756,12016469,12082393,12148880,12215432,12281037,12344958,12407156
"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,22929075,23131810,23336681,23538540,23729498,23904167,24061097,24203289,24335146,24463021,24591599,24722298,24854034,24985976,25116363,25243917,25368620
"Korea, Rep.",KOR,"Population, female",SP.POP.TOTL.FE.IN,23422063,23603054,23739931,23863421,23959241,24012641,24143347,24271299,24462878,24595825,24724979,24921589,25058260,25177505,25340846,25479412,25599155
"Korea, Rep.",KOR,"Population, male",SP.POP.TOTL.MA.IN,23586048,23767110,23904805,24028909,24123278,24171920,24294945,24412339,24591830,24712010,24829133,25015049,25141593,25251388,25405813,25535535,25646552
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51245707
Kosovo,XKX,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Kosovo,XKX,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Kosovo,XKX,"Population, total",SP.POP.TOTL,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1791000,1805200,1824100,1821800,1801800,1816200
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,852236,873408,883499,889844,903506,932344,977642,1036193,1105851,1183027,1264499,1350547,1440454,1528741,1608467,1674811,1725231
Kuwait,KWT,"Population, male",SP.POP.TOTL.MA.IN,1198505,1235947,1260334,1279274,1304433,1344279,1399616,1467217,1546489,1635912,1733584,1840504,1955102,2069644,2173983,2260983,2327353
Kuwait,KWT,"Population, total",SP.POP.TOTL,2050741,2109355,2143833,2169118,2207939,2276623,2377258,2503410,2652340,2818939,2998083,3191051,3395556,3598385,3782450,3935794,4052584
Kyrgyz Republic,KGZ,"Population, female",SP.POP.TOTL.FE.IN,2476441,2498567,2519816,2544649,2574527,2603616,2632847,2660134,2687890,2722306,2755564,2788474,2833345,2887600,2943790,3003502,3066355
Kyrgyz Republic,KGZ,"Population, male",SP.POP.TOTL.MA.IN,2421959,2446533,2470884,2498651,2530173,2558984,2585553,2608266,2630810,2660994,2692336,2726126,2773855,2832000,2891710,2953398,3016345
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6082700
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,2672357,2717761,2762783,2807873,2853538,2900066,2947921,2996951,3046069,3093713,3138887,3181033,3220746,3259544,3299587,3342381,3388469
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,2656947,2696807,2734490,2771783,2811067,2853960,2901435,2952836,3006121,3058323,3107387,3152454,3194423,3235013,3276810,3321586,3369884
Lao PDR,LAO,"Population, total",SP.POP.TOTL,5329304,5414568,5497273,5579656,5664605,5754026,5849356,5949787,6052190,6152036,6246274,6333487,6415169,6494557,6576397,6663967,6758353
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,1279609,1263593,1249474,1237988,1225060,1212346,1201684,1192294,1180132,1160972,1137039,1116302,1102136,1089880,1079155,1069908,1060322
Latvia,LVA,"Population, male",SP.POP.TOTL.MA.IN,1087941,1073577,1060699,1049967,1038062,1026453,1016673,1008031,997190,980697,960516,943407,932183,922767,914627,907619,900102
Latvia,LVA,"Population, total",SP.POP.TOTL,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1960424
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,1630218,1685835,1758022,1836677,1907407,1960919,1990038,2000361,2010478,2046474,2125452,2255349,2425727,2612875,2783142,2912197,2992600
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,1605148,1674024,1764815,1864787,1955860,2025933,2067312,2086105,2100569,2136682,2211689,2333019,2490677,2663227,2820137,2939282,3014068
Lebanon,LBN,"Population, total",SP.POP.TOTL,3235366,3359859,3522837,3701464,3863267,3986852,4057350,4086466,4111047,4183156,4337141,4588368,4916404,5276102,5603279,5851479,6006668
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,969395,978681,986542,993471,1000204,1007298,1014885,1022950,1031716,1041401,1052149,1064073,1077146,1091073,1105439,1119924,1134442
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,899304,907274,915770,924626,933524,942245,950777,959337,968214,977808,988402,1000093,1012782,1026288,1040346,1054721,1069379
Lesotho,LSO,"Population, total",SP.POP.TOTL,1868699,1885955,1902312,1918097,1933728,1949543,1965662,1982287,1999930,2019209,2040551,2064166,2089928,2117361,2145785,2174645,2203821
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,1443101,1495425,1530290,1555938,1584918,1626142,1682171,1749372,1823016,1895866,1962744,2022344,2076618,2127555,2178344,2231332,2286976
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,1441421,1495707,1532573,1560295,1591496,1635088,1693667,1763560,1839977,1915662,1985381,2047823,2104945,2158736,2212393,2268289,2326847
Liberia,LBR,"Population, total",SP.POP.TOTL,2884522,2991132,3062863,3116233,3176414,3261230,3375838,3512932,3662993,3811528,3948125,4070167,4181563,4286291,4390737,4499621,4613823
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,2575492,2620276,2665744,2711895,2758634,2805687,2853906,2902842,2949337,2989125,3019583,3038911,3049002,3055473,3066177,3086644,3118968
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,2780259,2820290,2861771,2904057,2946125,2987001,3027529,3067520,3103741,3131928,3149557,3154590,3149256,3140497,3137931,3148311,3174285
Libya,LBY,"Population, total",SP.POP.TOTL,5355751,5440566,5527515,5615952,5704759,5792688,5881435,5970362,6053078,6121053,6169140,6193501,6198258,6195970,6204108,6234955,6293253
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,33286,33671,34018,34321,34596,34852,35095,35322,35541,35766,36003,36264,36545,36834,37127,37403,37666
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1861632,1848655,1836116,1823526,1805576,1779046,1753791,1736215,1721514,1705103,1671542,1635130,1613481,1596810,1582528,1567186,1549232
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1637904,1622163,1606951,1591687,1571499,1543482,1516118,1495079,1476717,1457813,1425740,1392985,1374292,1360879,1349839,1337724,1323066
Lithuania,LTU,"Population, total",SP.POP.TOTL,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2872298
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,221417,223993,226302,229009,232195,235616,239202,242672,246737,250964,255121,260301,266009,271601,277525,283726,290123
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,214883,217532,219873,222621,225900,229542,233435,237321,241913,246819,251832,258046,264937,271759,278794,285878,292849
Luxembourg,LUX,"Population, total",SP.POP.TOTL,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582972
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,222972,228740,234925,241276,247481,253313,258671,263640,268490,273617,279283,285596,292419,299466,306325,312689,318466
"Macao SAR, China",MAC,"Population, male",SP.POP.TOTL.MA.IN,205007,209341,213971,218871,223972,229246,234649,240183,245858,251696,257686,263843,270112,276375,282456,288253,293701
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,427979,438081,448896,460147,471453,482559,493320,503823,514348,525313,536969,549439,562531,575841,588781,600942,612167
"Macedonia, FYR",MKD,"Population, female",SP.POP.TOTL.FE.IN,1015479,1019947,1023493,1026256,1028527,1030508,1032210,1033542,1034593,1035471,1036246,1036955,1037618,1038281,1038992,1039799,1040717
"Macedonia, FYR",MKD,"Population, male",SP.POP.TOTL.MA.IN,1019340,1022895,1025435,1027170,1028520,1029764,1030935,1031916,1032785,1033622,1034493,1035428,1036418,1037458,1038503,1039509,1040489
"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,2034819,2042842,2048928,2053426,2057047,2060272,2063145,2065458,2067378,2069093,2070739,2072383,2074036,2075739,2077495,2079308,2081206
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,7916321,8164824,8418063,8675990,8938681,9206230,9478640,9755837,10037730,10324224,10615345,10911018,11211556,11517879,11831163,12152293,12481569
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,7850485,8096108,8347054,8603151,8864316,9130494,9401628,9677686,9958739,10244897,10536295,10832931,11135017,11443267,11758638,12081795,12412982
Madagascar,MDG,"Population, total",SP.POP.TOTL,15766806,16260932,16765117,17279141,17802997,18336724,18880268,19433523,19996469,20569121,21151640,21743949,22346573,22961146,23589801,24234088,24894551
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,5765813,5928095,6088628,6251067,6421362,6603729,6798963,7005096,7220362,7442078,7668291,7898445,8133132,8372941,8618832,8871474,9130977
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,5610359,5767768,5925083,6085620,6254676,6435982,6630299,6835873,7050872,7272524,7498804,7729173,7964173,8204206,8450006,8702133,8960598
Malawi,MWI,"Population, total",SP.POP.TOTL,11376172,11695863,12013711,12336687,12676038,13039711,13429262,13840969,14271234,14714602,15167095,15627618,16097305,16577147,17068838,17573607,18091575
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,11373102,11614624,11846187,12070231,12290645,12510515,12729790,12948160,13168178,13392954,13624427,13864137,14110891,14360498,14607024,14846230,15076399
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,11812506,12084283,12352624,12618472,12883464,13148878,13413776,13677685,13942891,14212429,14487862,14770991,15059565,15346226,15620993,15876925,16110866
Malaysia,MYS,"Population, total",SP.POP.TOTL,23185608,23698907,24198811,24688703,25174109,25659393,26143566,26625845,27111069,27605383,28112289,28635128,29170456,29706724,30228017,30723155,31187265
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,141203,143306,144589,146606,148980,151802,156038,162094,166684,164311,166000,168945,170941,172986,175201,177726,180596
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,144797,148694,152411,157394,163020,169198,176962,186906,195316,195689,201000,208055,214059,220014,225799,231437,236896
Maldives,MDV,"Population, total",SP.POP.TOTL,286000,292000,297000,304000,312000,321000,333000,349000,362000,360000,367000,377000,385000,393000,401000,409163,417492
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,5527487,5687913,5858139,6038300,6228324,6427936,6637701,6857144,7083581,7313412,7544179,7774713,8006038,8240526,8481734,8732264,8992886
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,5440203,5605345,5780790,5966828,6163582,6370827,6589363,6818462,7054635,7293185,7530906,7766276,8000632,8237292,8481112,8735641,9001951
Mali,MLI,"Population, total",SP.POP.TOTL,10967690,11293258,11638929,12005128,12391906,12798763,13227064,13675606,14138216,14606597,15075085,15540989,16006670,16477818,16962846,17467905,17994837
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,195708,197141,198632,200013,201439,202803,203612,204389,205745,207256,208143,208785,210040,211618,213261,215238,217594
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,194379,195887,197337,198569,199829,201031,201696,202335,203634,205221,206365,207483,209415,211756,214103,216636,219353
Malta,MLT,"Population, total",SP.POP.TOTL,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,419455,423374,427364,431874,436947
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,52159,52183,52158,52116,52074,52055,52078,52137,52218,52320,52425,52542,52663,52793,52898,52994,53066
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,1355233,1395222,1435805,1477096,1519266,1562469,1606638,1651799,1698322,1746655,1797102,1849830,1904645,1961066,2018404,2076146,2134120
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,1354126,1395507,1437423,1480021,1523557,1568251,1614015,1660866,1709219,1759633,1812441,1867842,1925594,1985104,2045516,2106195,2166898
Mauritania,MRT,"Population, total",SP.POP.TOTL,2709359,2790729,2873228,2957117,3042823,3130720,3220653,3312665,3407541,3506288,3609543,3717672,3830239,3946170,4063920,4182341,4301018
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,598324,603367,607704,612121,615928,619540,622406,625218,627462,629116,630609,631622,633396,634860,636160,637251,638056
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,588549,592920,596917,601249,605075,608714,611590,614412,616659,618313,619791,620782,622486,623793,624774,625354,625417
Mauritius,MUS,"Population, total",SP.POP.TOTL,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1260934,1262605,1263473
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,51213051,51878234,52509648,53136973,53800047,54526575,55328392,56195237,57105221,58025277,58930624,59814705,60682808,61535994,62378597,63213533,64038916
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,50506622,51188834,51845960,52503480,53195536,53945653,54763986,55641109,56556588,57479951,58388317,59275312,60145499,60999975,61843003,62677416,63501507
Mexico,MEX,"Population, total",SP.POP.TOTL,101719673,103067068,104355608,105640453,106995583,108472228,110092378,111836346,113661809,115505228,117318941,119090017,120828307,122535969,124221600,125890949,127540423
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,53050,52932,52811,52671,52481,52228,51917,51576,51234,50930,50717,50605,50586,50648,50770,50949,51171
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,54382,54233,54172,54145,54096,53968,53767,53502,53244,53030,52899,52863,52917,53054,53245,53484,53766
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,107432,107165,106983,106816,106577,106196,105684,105078,104478,103960,103616,103468,103503,103702,104015,104433,104937
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1897570,1893096,1888695,1883397,1878524,1873351,1867061,1861275,1856120,1852342,1849494,1847936,1847652,1847498,1846997,1846618,1846518
Moldova,MDA,"Population, male",SP.POP.TOTL.MA.IN,1742022,1738366,1734367,1729477,1725421,1721836,1718148,1715635,1713988,1713262,1712551,1712050,1711867,1711068,1709400,1707490,1705482
Moldova,MDA,"Population, total",SP.POP.TOTL,3639592,3631462,3623062,3612874,3603945,3595187,3585209,3576910,3570108,3565604,3562045,3559986,3559519,3558566,3556397,3554108,3552000
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Monaco,MCO,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Monaco,MCO,"Population, total",SP.POP.TOTL,32082,32360,32629,32933,33314,33793,34408,35111,35853,36534,37094,37497,37783,37971,38132,38307,38499
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,1201825,1212825,1225214,1238908,1253722,1269516,1286191,1303860,1322895,1343772,1366755,1391988,1419134,1447368,1475577,1502931,1529110
Mongolia,MNG,"Population, male",SP.POP.TOTL.MA.IN,1195611,1206951,1218445,1230378,1243110,1256930,1271821,1287810,1305236,1324517,1345895,1369528,1395092,1421739,1448319,1473946,1498288
Mongolia,MNG,"Population, total",SP.POP.TOTL,2397436,2419776,2443659,2469286,2496832,2526446,2558012,2591670,2628131,2668289,2712650,2761516,2814226,2869107,2923896,2976877,3027398
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,306148,307768,309401,311003,311826,312424,312787,313068,313394,313826,314208,314411,314606,314873,315153,315298,315568
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,298802,299621,300427,301264,301527,301837,302238,302807,303575,304468,305220,305668,305995,306334,306657,306861,307213
Montenegro,MNE,"Population, total",SP.POP.TOTL,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622781
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,14555639,14733332,14909301,15085371,15263618,15445754,15632268,15823477,16020577,16224825,16436824,16657128,16884834,17117316,17350958,17582911,17812109
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,14293982,14448500,14603067,14758566,14915667,15075316,15237078,15402404,15576278,15765072,15972815,16201695,16448955,16707453,16967124,17220411,17464677
Morocco,MAR,"Population, total",SP.POP.TOTL,28849621,29181832,29512368,29843937,30179285,30521070,30869346,31225881,31596855,31989897,32409639,32858823,33333789,33824769,34318082,34803322,35276786
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,9401481,9660004,9932985,10218785,10514229,10817065,11127354,11446408,11774542,12112282,12460011,12817824,13185661,13563638,13951848,14350342,14759218
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,8666206,8928754,9206673,9497813,9798476,10106005,10420109,10741979,11072216,11411781,11761394,12121181,12490945,12870734,13260534,13660349,14070258
Mozambique,MOZ,"Population, total",SP.POP.TOTL,18067687,18588758,19139658,19716598,20312705,20923070,21547463,22188387,22846758,23524063,24221405,24939005,25676606,26434372,27212382,28010691,28829476
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,23575668,23852625,24115469,24362088,24590638,24800752,24990395,25162018,25325526,25494251,25677919,25880018,26098322,26329696,26568570,26810520,27055155
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,22519794,22775369,23024751,23262806,23483069,23681862,23856079,24009568,24154226,24306439,24477977,24673013,24888192,25118500,25355612,25593149,25830068
Myanmar,MMR,"Population, total",SP.POP.TOTL,46095462,46627994,47140220,47624894,48073707,48482614,48846474,49171586,49479752,49800690,50155896,50553031,50986514,51448196,51924182,52403669,52885223
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,970746,989015,1004713,1018550,1031580,1044649,1057884,1071328,1085741,1102004,1120725,1142279,1166458,1192582,1219635,1246824,1273940
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,928511,944581,957434,967985,977648,987547,997850,1008587,1020634,1035036,1052445,1073342,1097476,1123938,1151357,1178737,1205773
Namibia,NAM,"Population, total",SP.POP.TOTL,1899257,1933596,1962147,1986535,2009228,2032196,2055734,2079915,2106375,2137040,2173170,2215621,2263934,2316520,2370992,2425561,2479713
Nauru,NRU,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Nauru,NRU,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Nauru,NRU,"Population, total",SP.POP.TOTL,10042,10053,10073,10096,10113,10115,10101,10075,10047,10028,10025,10057,10279,10821,11853,12475,13049
Nepal,NPL,"Population, female",SP.POP.TOTL.FE.IN,11934587,12159282,12363237,12552126,12734812,12917908,13102582,13287135,13471945,13656848,13841577,14027046,14213340,14398287,14578845,14752909,14919469
Nepal,NPL,"Population, male",SP.POP.TOTL.MA.IN,11806324,12002495,12203105,12398497,12574637,12722379,12838036,12927712,13003914,13084255,13181560,13300101,13436585,13587023,13744396,13903373,14063302
Nepal,NPL,"Population, total",SP.POP.TOTL,23740911,24161777,24566342,24950623,25309449,25640287,25940618,26214847,26475859,26741103,27023137,27327147,27649925,27985310,28323241,28656282,28982771
Netherlands,NLD,"Population, female",SP.POP.TOTL.FE.IN,8037107,8096932,8147243,8183862,8210231,8227240,8238155,8253650,8283389,8323789,8364526,8401919,8431634,8455090,8483704,8518825,8554905
Netherlands,NLD,"Population, male",SP.POP.TOTL.MA.IN,7888406,7949248,8001686,8041440,8071548,8092628,8107946,8128046,8162204,8206599,8250868,8291155,8323328,8349342,8381304,8421098,8463503
Netherlands,NLD,"Population, total",SP.POP.TOTL,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17018408
New Caledonia,NCL,"Population, female",SP.POP.TOTL.FE.IN,105247,107494,109796,111740,113353,114845,116699,117941,119626,120861,123186,125155,127730,129887,132560,135206,137829
New Caledonia,NCL,"Population, male",SP.POP.TOTL.MA.IN,107983,109830,111694,113260,114647,116155,118301,120059,122374,124139,126814,128845,131270,133113,135440,137794,140171
New Caledonia,NCL,"Population, total",SP.POP.TOTL,213230,217324,221490,225000,228000,231000,235000,238000,242000,245000,250000,254000,259000,263000,268000,273000,278000
New Zealand,NZL,"Population, female",SP.POP.TOTL.FE.IN,1964351,1977307,2013084,2054023,2085205,2108864,2134243,2153316,2170475,2191055,2214443,2230475,2241976,2258668,2292592,2335996,2385135
New Zealand,NZL,"Population, male",SP.POP.TOTL.MA.IN,1893349,1903193,1935416,1973177,2002295,2025036,2050357,2070484,2089325,2111545,2136257,2153525,2166124,2183432,2217108,2259704,2307565
New Zealand,NZL,"Population, total",SP.POP.TOTL,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4595700,4692700
Nicaragua,NIC,"Population, female",SP.POP.TOTL.FE.IN,2539707,2578043,2615044,2651259,2687383,2723938,2761150,2798886,2836764,2874228,2910869,2946579,2981513,3015883,3049989,3084062,3118163
Nicaragua,NIC,"Population, male",SP.POP.TOTL.MA.IN,2487089,2522707,2556690,2589620,2622320,2655390,2689061,2723220,2757742,2792353,2826854,2861241,2895595,2929864,2964008,2997973,3031765
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5026796,5100750,5171734,5240879,5309703,5379328,5450211,5522106,5594506,5666581,5737723,5807820,5877108,5945747,6013997,6082035,6149928
Niger,NER,"Population, female",SP.POP.TOTL.FE.IN,5718334,5922793,6136116,6358731,6591091,6833661,7086722,7350684,7626315,7914508,8215973,8531303,8860638,9203723,9560027,9929262,10311584
Niger,NER,"Population, male",SP.POP.TOTL.MA.IN,5634639,5849183,6069886,6298139,6535921,6784788,7045342,7317654,7602210,7899405,8209605,8533333,8870996,9222649,9588192,9967703,10361403
Niger,NER,"Population, total",SP.POP.TOTL,11352973,11771976,12206002,12656870,13127012,13618449,14132064,14668338,15228525,15813913,16425578,17064636,17731634,18426372,19148219,19896965,20672987
Nigeria,NGA,"Population, female",SP.POP.TOTL.FE.IN,60667140,62190148,63757308,65373968,67046454,68779525,70575262,72433510,74353790,76334495,78374056,80473208,82631478,84844470,87106365,89413014,91762883
Nigeria,NGA,"Population, male",SP.POP.TOTL.MA.IN,61684869,63273286,64909402,66598565,68347162,70159953,72038832,73983514,75993600,78067686,80204205,82403868,84665806,86984833,89354137,91768730,94226757
Nigeria,NGA,"Population, total",SP.POP.TOTL,122352009,125463434,128666710,131972533,135393616,138939478,142614094,146417024,150347390,154402181,158578261,162877076,167297284,171829303,176460502,181181744,185989640
Northern Mariana Islands,MNP,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,69094,69388,68763,67422,65663,63744,61688,59513,57431,55674,54424,53786,53718,54036,54468,54816,55023
Norway,NOR,"Population, female",SP.POP.TOTL.FE.IN,2266121,2277264,2289408,2302579,2315385,2329544,2345795,2366827,2392602,2418851,2445123,2473134,2502024,2528826,2554063,2576388,2595417
Norway,NOR,"Population, male",SP.POP.TOTL.MA.IN,2224846,2236487,2248751,2262276,2276525,2293747,2314882,2342326,2375610,2409875,2444129,2479954,2516549,2550797,2583169,2612219,2637512
Norway,NOR,"Population, total",SP.POP.TOTL,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5232929
Oman,OMN,"Population, female",SP.POP.TOTL.FE.IN,994740,1014032,1033547,1053038,1072171,1090916,1108721,1126274,1146288,1172364,1206905,1250908,1303085,1360629,1419517,1476654,1531216
