,country,year,birth/1000,fertility/1000,health_exp/capita,health_exp_private_%GDP,health_exp_public_%GDP,health_exp_public_%govExp,health_exp_public_%totHealthExp,health_exp_%GDP,life_exp_F,life_exp_M,life_exp,risk_maternal_death_%,mortality/1000_adultF,mortality/1000_adultM,mortality/1000_infant,death_age<5,health_exp_outOfPocket_%privateExp,health_exp_outOfPocket_%totExp,sanitation_%pop,anemia_%age<5,anemia_nonpregnant_%age15-49,anemia_%pregnant,anemia_%age15-49,survival_>=age65_F,survival_>=age65_M,tuberculosis_%detect,tuberculosis_%txSuccess,Code,Region,Income group
1521,South Africa,2008,22.836,2.6189999999999998,441.23855999999995,4.151599178000001,3.595345502,13.48265519,46.40985125,7.74694468,56.368,51.167,53.70407317,0.34306256799999996,443.01300000000003,553.691,46.6,79742.0,15.687211499999998,8.40679998,67.1001767,37.9,28.2,29.8,28.2,46.22586,32.851859999999995,71.0,73.0,ZAF,Sub-Saharan Africa,Upper middle income
1522,South Africa,2009,22.678,2.603,486.70662689999995,4.43888906,3.94739833,13.29343923,47.06967632,8.38628739,57.498999999999995,52.001999999999995,54.68346341,0.36731415700000003,415.978,531.7719999999999,41.1,76073.0,14.55355619,7.7032444,68.00308395,37.8,27.3,29.3,27.4,48.95619,34.84701,73.0,68.0,ZAF,Sub-Saharan Africa,Upper middle income
1523,South Africa,2010,22.51,2.588,618.350112,4.514106215,3.990053885,14.1063907,46.91884722,8.5041601,58.868,53.013999999999996,55.86960976,0.380548923,388.94300000000004,509.85400000000004,38.2,65444.0,13.84302851,7.34803911,68.89211041,37.7,26.6,28.9,26.7,51.68653,36.84216,73.0,53.0,ZAF,Sub-Saharan Africa,Upper middle income
1524,South Africa,2011,22.322,2.572,686.9412202000001,4.479543636,4.1340834939999995,14.55683678,47.99468832,8.61362713,60.37,54.144,57.18107317,0.37835134299999995,361.908,487.935,37.1,60356.0,13.43281379,6.98577668,69.76721283,37.5,26.0,28.5,26.1,54.41686,38.8373,75.0,77.0,ZAF,Sub-Saharan Africa,Upper middle income
1525,South Africa,2012,22.108,2.5540000000000003,661.4339652000001,4.518221204,4.276293506,14.44375656,48.62455345,8.79451471,61.88399999999999,55.317,58.52041463,0.371916278,334.87300000000005,466.017,36.8,56085.0,13.08875306,6.72440533,70.62861328,37.2,25.6,28.3,25.7,57.1472,40.83245,69.0,77.0,ZAF,Sub-Saharan Africa,Upper middle income
1526,South Africa,2013,21.865,2.533,601.3723752000001,4.570658005,4.204760905,14.22805093,47.91521577,8.77541891,63.303999999999995,56.463,59.80007317,0.35495046700000005,319.592,448.596,35.3,48552.0,12.66048458,6.59418608,71.47563381,37.0,25.3,28.0,25.5,58.71759,42.46192,68.0,78.0,ZAF,Sub-Saharan Africa,Upper middle income
1527,South Africa,2014,21.594,2.51,570.2060736000001,4.55371583,4.24326873,14.22850541,48.23549139,8.79698456,64.555,57.526,60.95478049,0.34152555100000004,304.312,431.175,34.4,44141.0,12.53991208,6.49122387,72.3089838,36.8,25.2,27.9,25.3,60.28799,44.0914,68.0,78.0,ZAF,Sub-Saharan Africa,Upper middle income
1528,South Africa,2015,21.296999999999997,2.485,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,65.584,58.458,61.93409756,0.333630208,289.031,413.754,33.6,41930.0,-2.0,-2.0,73.12882437,36.7,25.4,27.9,25.5,61.858380000000004,45.72087,63.0,-2.0,ZAF,Sub-Saharan Africa,Upper middle income
1529,South Africa,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,36.8,25.7,28.1,25.8,-2.0,-2.0,-2.0,-2.0,ZAF,Sub-Saharan Africa,Upper middle income
1530,Spain,2007,10.9,1.38,2690.000504,2.258832296,6.098790144,15.57613924,72.97278847,8.35762244,84.1,77.8,80.87317073,0.007508636999999999,43.09,100.671,4.4,2590.0,74.86125855,20.232910699999998,99.90329605,10.7,12.8,23.7,13.1,93.29081,84.83124000000001,87.0,-2.0,ESP,Europe & Central Asia,High income
1531,Spain,2008,11.3,1.45,3072.1745730000002,2.2921085359999998,6.512856144,15.73140496,73.96799852,8.80496468,84.3,78.2,81.17560976,0.007513987,43.4,96.70700000000001,4.2,2515.0,77.98416595,20.30083923,99.90346047,10.6,12.8,23.6,13.1,93.38209,85.24202,87.0,-2.0,ESP,Europe & Central Asia,High income
1532,Spain,2009,10.6,1.38,2994.7279399999998,2.311641226,7.209759954,15.60644541,75.72162771,9.52140118,84.6,78.5,81.47560976,0.007329543000000001,42.163000000000004,92.178,4.1,2402.0,78.12651768,18.96784682,99.90362422,10.6,12.9,23.5,13.2,93.47336999999999,85.6528,87.0,-2.0,ESP,Europe & Central Asia,High income
1533,Spain,2010,10.4,1.37,2846.710039,2.382498775,7.173242115,15.49018176,75.06735686,9.55574089,84.7,78.7,81.62682927,0.006738956999999999,40.92,89.007,3.9,2249.0,81.16784842,20.23728999,99.90378733,10.7,13.0,23.5,13.3,93.56465,86.06358,87.0,69.0,ESP,Europe & Central Asia,High income
1534,Spain,2011,10.1,1.34,2954.250704,2.477295798,7.001061132,15.3092174,73.86365784,9.47835693,85.6,79.5,82.47560976,0.006972844000000001,41.056999999999995,85.837,3.8,2132.0,79.23162532,20.70824869,99.90394867,10.8,13.3,23.5,13.5,93.65593,86.47436,87.0,72.0,ESP,Europe & Central Asia,High income
1535,Spain,2012,9.7,1.32,2651.3803980000002,2.6542343269999997,6.734615203,14.088636300000001,71.72993008,9.38884953,85.5,79.5,82.42682927,0.00669704,39.422,83.17299999999999,3.7,1978.0,79.74309453,22.54342858,99.90410945,11.0,13.6,23.6,13.8,93.74721,86.88514,87.0,71.0,ESP,Europe & Central Asia,High income
1536,Spain,2013,9.1,1.27,2643.950076,2.5931138209999998,6.502610209,14.50363504,71.49084773,9.09572402,86.1,80.2,83.07804878,0.006843949,39.33,79.507,3.7,1808.0,82.33922287,23.47421451,99.9042697,11.3,14.1,23.8,14.3,93.86408,87.11912,87.0,75.0,ESP,Europe & Central Asia,High income
1537,Spain,2014,9.2,1.32,2658.270424,2.629894609,6.399991901,14.50363504,70.87566265,9.02988651,86.2,80.4,83.22926829,0.0068276380000000005,38.479,77.477,3.6,1665.0,82.38813572,23.99499858,99.90439308,11.8,14.7,24.0,14.9,93.98095,87.35311,87.0,58.0,ESP,Europe & Central Asia,High income
1538,Spain,2015,9.0,1.32,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,86.3,80.6,83.3804878,0.006811344,-2.0,-2.0,3.5,1566.0,-2.0,-2.0,99.90436021,12.4,15.4,24.2,15.6,94.09783,87.58709,73.0,-2.0,ESP,Europe & Central Asia,High income
1539,Spain,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,13.1,16.4,24.5,16.6,-2.0,-2.0,-2.0,-2.0,ESP,Europe & Central Asia,High income
1540,Sri Lanka,2007,18.417,2.274,61.36956245,1.9327753630000002,1.825976447,7.76446852,48.57933003,3.75875181,77.825,70.66,74.15512195,0.09163567,80.706,197.47799999999998,10.7,4661.0,81.09385843,41.69900531,89.83327863,29.2,31.1,32.2,31.1,86.8078,72.10823,68.0,88.0,LKA,South Asia,Lower middle income
1541,Sri Lanka,2008,18.182000000000002,2.2569999999999997,70.30181682,1.863226593,1.5815241269999998,7.00272857,45.91113422,3.44475072,77.827,70.748,74.20117073,0.088241473,80.063,199.01,10.2,4368.0,81.08078509999999,43.85567702,90.47044977,28.4,30.6,32.0,30.7,86.84978000000001,72.03461,71.0,87.0,LKA,South Asia,Lower middle income
1542,Sri Lanka,2009,17.875999999999998,2.2319999999999998,70.58219192,1.83382889,1.53517067,6.17591584,45.5675533,3.36899956,77.832,70.834,74.24765854,0.083971818,79.42,200.543,9.7,4127.0,80.80657712,43.98499702,91.10779884,27.5,30.2,31.9,30.3,86.89177,71.96098,72.0,87.0,LKA,South Asia,Lower middle income
1543,Sri Lanka,2010,17.512999999999998,2.2030000000000003,84.22088476,1.878765993,1.5538039369999999,6.80178475,45.26649039,3.43256993,77.861,70.934,74.31302439,0.079968313,78.778,202.075,9.4,3912.0,81.89727224,44.82525138,91.74532587,26.8,30.0,32.1,30.1,86.93375,71.88736,74.0,88.0,LKA,South Asia,Lower middle income
1544,Sri Lanka,2011,17.113,2.17,95.59109207,1.90055099,1.38092651,6.45355433,42.08246162,3.2814775000000003,77.925,71.057,74.4072439,0.07498353599999999,78.135,203.608,9.1,3718.0,82.98635402,48.06365344,92.38303084,26.1,30.0,32.3,30.1,86.97574,71.81373,76.0,88.0,LKA,South Asia,Lower middle income
1545,Sri Lanka,2012,16.703,2.138,93.34437377,1.9900620580000001,1.219599412,6.19125034,37.99775844,3.20966147,78.018,71.197,74.52431707,0.070316475,77.492,205.14,8.9,3547.0,78.46746195,48.65158531,93.02091376,25.5,30.2,32.7,30.3,87.01773,71.74011,68.0,86.0,LKA,South Asia,Lower middle income
1546,Sri Lanka,2013,16.307000000000002,2.109,120.4155648,1.5744267809999999,2.102564149,11.516665199999998,57.18165177,3.67699093,78.133,71.351,74.65929268,0.068428507,76.345,202.769,8.7,3375.0,95.82600495,41.03111249,93.65819942,25.3,30.5,33.2,30.6,87.22462,72.08028,69.0,85.0,LKA,South Asia,Lower middle income
1547,Sri Lanka,2014,15.937000000000001,2.083,127.33174450000001,1.53939678,1.96395333,11.17345856,56.05929377,3.50335011,78.273,71.521,74.81465854,0.066051544,75.199,200.398,8.6,3218.0,95.79311386,42.09217075,94.18462278,25.2,30.9,33.7,31.0,87.43151999999999,72.42045,69.0,84.0,LKA,South Asia,Lower middle income
1548,Sri Lanka,2015,15.6,2.063,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,78.435,71.707,74.98895122,0.063497892,74.05199999999999,198.02700000000002,8.4,3091.0,-2.0,-2.0,94.20667369,25.3,31.6,34.5,31.7,87.63841,72.76061999999999,69.0,-2.0,LKA,South Asia,Lower middle income
1549,Sri Lanka,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,25.6,32.5,35.4,32.6,-2.0,-2.0,-2.0,-2.0,LKA,South Asia,Lower middle income
1550,Sudan,2007,36.830999999999996,5.03,83.46598036,3.2115785430000003,1.511842397,7.72013675,32.007361100000004,4.72342094,63.068000000000005,59.591,61.28709756,2.0128352,223.261,287.17900000000003,57.1,103803.0,92.95665914,63.20368559,24.65757911,66.7,31.2,36.9,31.7,63.78083,56.468340000000005,61.0,74.0,SDN,Sub-Saharan Africa,Lower middle income
1551,Sudan,2008,36.378,4.977,114.68490039999999,5.536174357,2.630955513,9.95693592,32.21395465,8.16712987,63.468999999999994,60.082,61.73419512,1.8785287480000001,218.981,281.47700000000003,55.8,101505.0,95.81340633,64.94811907,25.874772699999998,65.3,30.4,36.2,31.0,64.38995,57.21501,50.0,77.0,SDN,Sub-Saharan Africa,Lower middle income
1552,Sudan,2009,35.923,4.926,109.970872,5.682003032000001,2.356734868,10.39425016,29.31722488,8.0387379,63.865,60.567,62.17578049,1.769398848,214.7,275.776,54.5,99144.0,95.81340633,67.72357453,27.09819584,64.0,29.7,35.5,30.3,64.99906,57.961690000000004,53.0,76.0,SDN,Sub-Saharan Africa,Lower middle income
1553,Sudan,2010,35.47,4.876,118.9741098,5.266608857,2.698468913,11.64949118,33.87875161,7.96507777,64.249,61.031000000000006,62.6007561,1.6830401940000002,210.42,270.074,53.3,97052.0,95.81340633,63.35302039,28.32839585,62.9,29.2,35.0,29.8,65.60818,58.708369999999995,53.0,75.0,SDN,Sub-Saharan Africa,Lower middle income
1554,Sudan,2011,35.022,4.825,120.3446116,5.472099602,2.557343508,11.79958968,31.84957503,8.02944311,64.613,61.458,62.99702439,1.60718699,206.139,264.373,52.2,95360.0,95.87281879999999,65.33773344,29.56527613,61.7,29.0,34.6,29.5,66.2173,59.45505,50.0,68.0,SDN,Sub-Saharan Africa,Lower middle income
1555,Sudan,2012,34.58,4.771,112.6487078,6.328593249,1.8717955609999999,11.64949118,22.82569283,8.20038881,64.954,61.842,63.36004878,1.543081535,201.859,258.672,51.1,93926.0,95.87281879999999,73.98918367,30.8093922,60.6,28.9,34.3,29.4,66.82642,60.201730000000005,48.0,75.0,SDN,Sub-Saharan Africa,Lower middle income
1556,Sudan,2013,34.146,4.715,119.37811310000001,6.562026821,1.859793759,11.64949118,22.08303705,8.42182058,65.27,62.177,63.68578049,1.4966332480000002,199.38299999999998,256.339,49.9,92351.0,96.0598295,74.84690176,32.06063927,59.7,29.0,34.1,29.5,67.21825,60.534369999999996,50.0,82.0,SDN,Sub-Saharan Africa,Lower middle income
1557,Sudan,2014,33.723,4.656000000000001,129.8438771,6.626412846,1.802361864,11.64949118,21.38343859,8.42877471,65.561,62.464,63.97473171,1.442508533,196.90599999999998,254.00599999999997,48.8,90971.0,96.0598295,75.51893485,33.3192386,58.7,29.3,34.0,29.7,67.61008000000001,60.86701,52.0,82.0,SDN,Sub-Saharan Africa,Lower middle income
1558,Sudan,2015,33.315,4.595,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,65.829,62.706,64.22941463,1.3888798619999998,194.43,251.674,47.6,89488.0,-2.0,-2.0,34.58610454,57.9,29.8,34.0,30.1,68.00191,61.199659999999994,53.0,-2.0,SDN,Sub-Saharan Africa,Lower middle income
1559,Sudan,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,57.2,30.4,34.1,30.7,-2.0,-2.0,-2.0,-2.0,SDN,Sub-Saharan Africa,Lower middle income
1560,Suriname,2007,20.476,2.6060000000000003,347.264671,2.94664658,2.9772981,11.89178476,50.25870869,5.92394468,72.921,66.203,69.48007317,0.564668896,135.048,240.139,24.3,270.0,27.14793009,13.50373099,80.02110845,37.2,25.8,31.5,26.1,77.81575,64.38918000000001,-2.0,-2.0,SUR,Latin America & Caribbean,Upper middle income
1561,Suriname,2008,20.164,2.575,412.9656425,3.2125899689999997,2.709678901,11.89178476,45.75406758,5.92226887,73.19800000000001,66.556,69.796,0.500092689,132.791,237.09900000000002,23.5,262.0,27.14793009,14.72664781,79.86974551,36.7,25.1,31.1,25.4,78.16116,64.83776999999999,80.0,54.0,SUR,Latin America & Caribbean,Upper middle income
1562,Suriname,2009,19.877,2.5469999999999997,463.95307750000006,2.939249817,3.196518003,11.89178476,52.09646285,6.13576782,73.458,66.891,70.09441463,0.450359355,130.534,234.05900000000003,22.7,256.0,27.14793009,13.00481878,79.71857072,36.3,24.4,30.6,24.7,78.50658,65.28636,80.0,62.0,SUR,Latin America & Caribbean,Upper middle income
1563,Suriname,2010,19.613,2.52,489.4207351,2.874755322,2.930358668,11.89178476,50.47891692,5.80511399,73.693,67.194,70.3642439,0.426363375,128.278,231.019,22.1,251.0,27.14793009,13.44394901,79.56704802,35.8,23.8,30.3,24.1,78.85199,65.73495,80.0,54.0,SUR,Latin America & Caribbean,Upper middle income
1564,Suriname,2011,19.368,2.495,501.1209182,3.008838255,2.921405525,11.89178476,49.26282347,5.93024378,73.902,67.456,70.60039024,0.391182675,126.021,227.979,21.4,243.0,27.14793009,13.77409321,79.41544516,35.4,23.3,30.1,23.6,79.1974,66.18354000000001,80.0,76.0,SUR,Latin America & Caribbean,Upper middle income
1565,Suriname,2012,19.134,2.47,577.3534766,2.871305085,3.215861695,12.0607572,52.83018868,6.08716678,74.09,67.68,70.80682927,0.383180194,123.764,224.93900000000002,20.8,235.0,27.15789474,12.81032771,79.26376213,35.0,23.0,29.9,23.4,79.54281,66.63213,80.0,66.0,SUR,Latin America & Caribbean,Upper middle income
1566,Suriname,2013,18.906,2.445,592.4840395,2.7622097689999996,3.202562051,11.84332967,53.69127517,5.96477182,74.263,67.87,70.98853659,0.396201984,122.243,223.645,20.1,225.0,23.60248447,10.93000959,79.24539648,34.7,22.9,29.9,23.2,79.77646,66.81851,80.0,77.0,SUR,Latin America & Caribbean,Upper middle income
1567,Suriname,2014,18.678,2.421,588.627784,2.7468458,2.94062408,11.84332967,51.70355434,5.68746988,74.42399999999999,68.02600000000001,71.14697561,0.382272874,120.72200000000001,222.351,19.5,216.0,23.60248447,11.39916109,79.23054191,34.5,22.9,29.8,23.3,80.0101,67.00488,80.0,77.0,SUR,Latin America & Caribbean,Upper middle income
1568,Suriname,2015,18.448,2.396,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,74.575,68.154,71.28619512,0.371636756,119.20100000000001,221.05700000000002,19.0,209.0,-2.0,-2.0,79.21919843,34.3,23.3,30.0,23.6,80.24375,67.19126,80.0,-2.0,SUR,Latin America & Caribbean,Upper middle income
1569,Suriname,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,34.3,23.8,30.3,24.1,-2.0,-2.0,-2.0,-2.0,SUR,Latin America & Caribbean,Upper middle income
1570,Swaziland,2007,32.049,3.758,189.6948836,2.2321693430000003,4.817315257,12.48127862,68.33570864,7.049484599999999,49.571000000000005,45.879,47.67997561,1.7743425330000002,530.573,629.029,74.7,4095.0,42.22055314,13.36883896,53.27684266,42.6,29.2,32.8,29.5,36.711729999999996,26.551759999999998,58.0,51.0,SWZ,Sub-Saharan Africa,Lower middle income
1571,Swaziland,2008,31.875,3.6889999999999996,214.4853543,2.4944493999999997,5.70029508,14.528531,69.56037609,8.19474448,50.952,46.818999999999996,48.83509756,1.67968076,500.45300000000003,611.1519999999999,73.2,4033.0,42.84199316,13.04094159,53.86487697,42.5,28.5,32.3,28.8,39.57795,28.14483,56.0,65.0,SWZ,Sub-Saharan Africa,Lower middle income
1572,Swaziland,2009,31.625999999999998,3.611,226.79875,2.6950591910000004,5.768594858999999,14.3164522,68.15726192,8.46365405,52.508,47.843,50.11860976,1.5989027759999999,470.332,593.275,65.8,3723.0,43.23567456,13.76742261,54.45521977,42.3,27.7,31.8,28.0,42.44416,29.737890000000004,65.0,67.0,SWZ,Sub-Saharan Africa,Lower middle income
1573,Swaziland,2010,31.305,3.5269999999999997,250.43437659999998,2.504687566,5.9652663839999995,15.42251253,70.42855745,8.46995395,54.128,48.896,51.44819512,1.530505939,440.212,575.398,59.1,3182.0,42.86361186,12.67538836,55.04740731,42.4,27.1,31.4,27.4,45.31038,31.330959999999997,68.0,72.0,SWZ,Sub-Saharan Africa,Lower middle income
1574,Swaziland,2011,30.926,3.44,270.4379511,2.642167135,5.971125925,18.0742294,69.32454154,8.61329306,55.705,49.943000000000005,52.75373171,1.474036127,410.092,557.52,53.6,2870.0,43.13768098,13.23268141,55.64117747,42.2,26.7,31.0,27.0,48.176590000000004,32.92402,59.0,72.0,SWZ,Sub-Saharan Africa,Lower middle income
1575,Swaziland,2012,30.517,3.355,267.4128435,2.462902816,6.295393133999999,18.0742294,71.87920082,8.75829595,57.163999999999994,50.968,53.99043902,1.41798366,379.971,539.643,51.5,2652.0,42.77424988,12.02846091,56.23624036,42.0,26.4,30.6,26.7,51.042809999999996,34.51709,56.0,72.0,SWZ,Sub-Saharan Africa,Lower middle income
1576,Swaziland,2013,30.101,3.2760000000000002,272.6272312,2.283933642,7.374204077999999,19.69825595,76.35223572,9.65813772,58.446000000000005,51.951,55.11929268,1.41186108,374.025,528.933,48.4,2474.0,42.35450708,10.015894,56.83223125,41.9,26.2,30.4,26.5,51.86237,35.556020000000004,59.0,75.0,SWZ,Sub-Saharan Africa,Lower middle income
1577,Swaziland,2014,29.685,3.2039999999999997,247.8964248,2.247030045,7.004909495,16.57852892,75.71287582,9.25193954,59.505,52.86,56.10146341,1.3603650319999998,368.07800000000003,518.222,45.8,2291.0,42.35450708,10.28669173,57.42886721,41.8,26.2,30.1,26.5,52.68193,36.59495,60.0,78.0,SWZ,Sub-Saharan Africa,Lower middle income
1578,Swaziland,2015,29.27,3.141,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,60.32,53.667,56.91236585,1.310910499,362.131,507.51099999999997,44.5,2221.0,-2.0,-2.0,58.02583569,41.8,26.5,30.1,26.8,53.5015,37.63388,59.0,-2.0,SWZ,Sub-Saharan Africa,Lower middle income
1579,Swaziland,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,42.0,27.0,30.2,27.2,-2.0,-2.0,-2.0,-2.0,SWZ,Sub-Saharan Africa,Lower middle income
1580,Sweden,2007,11.7,1.88,4525.7657420000005,1.662434446,7.254788683999999,14.23813431,81.35703882,8.91722313,83.0,78.9,80.9,0.008871997,47.542,77.59,2.7,387.0,86.7880234,16.17985751,99.31164799999999,10.2,11.6,20.4,11.9,92.0414,87.76366,87.0,68.0,SWE,Europe & Central Asia,High income
1581,Sweden,2008,11.9,1.91,4886.129046999999,1.706789584,7.521564636,14.537463,81.50494072,9.22835422,83.2,79.1,81.1,0.008840698000000001,47.379,75.892,2.6,368.0,87.12585252,16.11397807,99.31101600000001,10.2,11.7,20.4,12.0,92.19469000000001,88.01018,87.0,90.0,SWE,Europe & Central Asia,High income
1582,Sweden,2009,12.0,1.94,4357.236367,1.838405043,8.100547687,14.74399922,81.50303062,9.93895273,83.4,79.4,81.35121951,0.008654368,46.718,74.486,2.5,349.0,87.09389285,16.10973069,99.31039200000001,10.2,11.8,20.4,12.1,92.34799,88.25669,87.0,88.0,SWE,Europe & Central Asia,High income
1583,Sweden,2010,12.3,1.98,4694.463411,1.750455651,7.7183103289999995,14.74868645,81.51337086,9.46876598,83.5,79.5,81.45121951,0.007976511,43.111000000000004,71.854,2.5,345.0,86.62318989,16.01370786,99.309776,10.2,12.0,20.4,12.3,92.50129,88.50321,87.0,88.0,SWE,Europe & Central Asia,High income
1584,Sweden,2011,11.8,1.9,6662.301877,1.7878212919999998,9.914691787999999,19.25691717,84.72275758,11.70251308,83.8,79.9,81.80243902,0.008265838000000001,43.571999999999996,70.81,2.4,332.0,87.45877476,13.36128904,99.30915999999999,10.3,12.2,20.5,12.5,92.65459,88.74973,87.0,87.0,SWE,Europe & Central Asia,High income
1585,Sweden,2012,11.9,1.91,6521.5779729999995,1.846882994,9.955521086000001,19.16155869,84.35163733,11.80240408,83.6,79.9,81.70487805,0.008358827,43.723,68.108,2.4,333.0,87.99558373,13.76986808,99.308548,10.5,12.6,20.6,12.8,92.80789,88.99625,87.0,83.0,SWE,Europe & Central Asia,High income
1586,Sweden,2013,11.8,1.89,7000.162646,1.9144739730000002,10.05201524,19.03285179,84.00137301,11.96648921,83.8,80.2,81.95609756,0.00786993,43.723,67.313,2.4,335.0,88.06904286,14.08983766,99.30708355,10.8,13.0,20.8,13.3,92.94846,89.14154,87.0,90.0,SWE,Europe & Central Asia,High income
1587,Sweden,2014,11.9,1.88,6807.717778,1.9051453440000001,10.02469431,19.03285179,84.03041952,11.92983965,84.2,80.4,82.25365854,0.007815084,42.586000000000006,66.385,2.4,338.0,88.06904286,14.06425667,99.30530685,11.1,13.6,21.1,13.9,93.08901999999999,89.28683000000001,87.0,88.0,SWE,Europe & Central Asia,High income
1588,Sweden,2015,11.7,1.88,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.6,80.6,82.55121951,0.007769875,-2.0,-2.0,2.4,343.0,-2.0,-2.0,99.30353361,11.7,14.3,21.4,14.6,93.22958,89.43213,87.0,-2.0,SWE,Europe & Central Asia,High income
1589,Sweden,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,12.3,15.2,21.8,15.4,-2.0,-2.0,-2.0,-2.0,SWE,Europe & Central Asia,High income
1590,Switzerland,2007,9.9,1.46,6125.965318,4.177438294,6.032418431,18.809465,59.08426242,10.20985654,84.2,79.4,81.74146341,0.008497026,45.6,78.37,4.1,356.0,75.09548127,30.72587141,99.89591998,10.4,13.6,23.7,13.9,92.60343,87.35956,87.0,-2.0,CHE,Europe & Central Asia,High income
1591,Switzerland,2008,10.0,1.48,7103.957579000001,3.585211969,6.703738631,20.89382686,65.1547363,10.2889506,84.4,79.7,81.99268293,0.008391091,42.92,75.404,4.0,358.0,71.27355482,24.83545812,99.89530149,10.4,13.7,23.7,14.0,92.76106,87.68879,87.0,-2.0,CHE,Europe & Central Asia,High income
1592,Switzerland,2009,10.1,1.5,7276.704706,3.790823717,7.209714872999999,21.1179044,65.53965348,11.00053859,84.4,79.8,82.04390244,0.008053417,42.246,75.97800000000001,3.9,360.0,71.57512725,24.66503687,99.89468459999999,10.4,13.9,23.7,14.1,92.91869,88.01801,87.0,-2.0,CHE,Europe & Central Asia,High income
1593,Switzerland,2010,10.3,1.52,7807.623133,3.863733233,7.09727006,20.9643622,64.10949271,11.07054472,84.5,80.1,82.24634146,0.008519806999999999,42.582,71.01,3.9,361.0,75.57353267,26.37593516,99.89406967,10.5,14.1,23.7,14.4,93.07632,88.34723000000001,87.0,-2.0,CHE,Europe & Central Asia,High income
1594,Switzerland,2011,10.2,1.52,9386.514277,3.9072181089999996,7.2009273579999995,21.39481318,64.22438977,11.21213823,85.0,80.5,82.69512195,0.008538008,40.007,68.462,3.8,359.0,75.78289806,26.40890663,99.89345655,10.6,14.4,23.8,14.7,93.23395,88.67645,87.0,-2.0,CHE,Europe & Central Asia,High income
1595,Switzerland,2012,10.3,1.52,9195.749529,3.976817928,7.498784843999999,22.00786145,64.7049982,11.58918948,84.9,80.6,82.69756098,0.008183149,40.09,66.947,3.7,356.0,79.37852743,27.23865646,99.89284521,10.8,14.9,24.0,15.1,93.39158,89.00567,87.0,-2.0,CHE,Europe & Central Asia,High income
1596,Switzerland,2013,10.2,1.52,9471.535603,3.857334841,7.733805564,22.56319371,66.05906553,11.70740988,85.0,80.7,82.79756098,0.008122013,38.696999999999996,66.923,3.6,351.0,78.2066223,25.76736717,99.8922386,11.1,15.5,24.2,15.7,93.50522,89.25074000000001,87.0,-2.0,CHE,Europe & Central Asia,High income
1597,Switzerland,2014,10.4,1.54,9673.523535,3.964151365,7.695117355,22.70434806,66.0,11.65926872,85.4,81.1,83.19756098,0.00807617,36.841,63.425,3.5,338.0,78.82352941,26.8,99.8916371,11.6,16.2,24.5,16.5,93.61887,89.4958,87.0,-2.0,CHE,Europe & Central Asia,High income
1598,Switzerland,2015,10.2,1.54,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,85.4,81.1,83.19756098,0.008046574,-2.0,-2.0,3.4,334.0,-2.0,-2.0,99.89104203,12.2,17.1,24.7,17.3,93.73252,89.74086,87.0,-2.0,CHE,Europe & Central Asia,High income
1599,Switzerland,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,12.9,18.1,25.1,18.3,-2.0,-2.0,-2.0,-2.0,CHE,Europe & Central Asia,High income
1600,Tajikistan,2007,29.193,3.486,27.99867389,4.161860464,1.184751796,4.3406106,22.15892492,5.34661226,71.653,65.766,68.63770732,0.145797376,120.495,183.21400000000003,49.2,11235.0,93.82623381,73.03534911,92.68704066,34.4,32.9,33.0,32.9,76.52671,67.5559,52.0,88.0,TJK,Europe & Central Asia,Lower middle income
